,frame,pos_x,pos_y,size,id
0,1.0,313.56,30.318,250.0,A
1,1.0,599.8435672514619,31.72880116959064,228.0,B
2,1.0,721.1308411214953,26.5506230529595,214.0,C
3,1.0,907.4615384615385,27.628205128205128,156.0,D
4,1.0,1038.329974811083,24.31150293870697,198.5,E
5,1.0,208.1320406278855,37.67266851338873,361.0,F
6,1.0,787.8656103286385,34.39025821596244,284.0,G
7,1.0,1219.5643678160918,25.657471264367814,145.0,H
8,1.0,432.04685835995735,80.02342917997869,313.0,I
9,1.0,58.20823798627002,133.04500381388252,218.5,J
10,2.0,313.2238805970149,29.438521677327646,234.5,A
11,2.0,599.8983918128654,31.84941520467836,228.0,B
12,2.0,721.0189573459716,26.34202211690363,211.0,C
13,2.0,907.6064516129032,27.406451612903226,155.0,D
14,2.0,1038.9943910256409,25.614583333333332,208.0,E
15,2.0,208.01766620176662,37.524407252440724,358.5,F
16,2.0,787.6919374247893,34.969915764139586,277.0,G
17,2.0,1219.4354460093896,25.62206572769953,142.0,H
18,2.0,422.6830006049606,95.65456745311555,275.5,I
19,2.0,56.78155706727135,134.69160997732428,220.5,J
20,3.0,312.6497175141243,29.26906779661017,236.0,A
21,3.0,599.9441997063142,31.95447870778267,227.0,B
22,3.0,721.0189573459716,26.34202211690363,211.0,C
23,3.0,907.6064516129032,27.406451612903226,155.0,D
24,3.0,1039.4520440251572,26.387578616352197,212.0,E
25,3.0,207.9036529680365,37.2324200913242,365.0,F
26,3.0,787.6515426497277,35.07562008469449,275.5,G
27,3.0,1219.4568764568762,25.56177156177156,143.0,H
28,3.0,420.74509803921563,98.18207282913164,297.5,I
29,3.0,56.6783762685402,135.2529274004684,213.5,J
30,4.0,312.30257510729615,29.542203147353362,233.0,A
31,4.0,599.9441997063142,31.95447870778267,227.0,B
32,4.0,721.0047169811321,26.338050314465406,212.0,C
33,4.0,908.3333333333333,26.805894308943085,164.0,D
34,4.0,1039.7013574660634,26.91176470588235,221.0,E
35,4.0,220.40377149195783,36.70604547975596,300.5,F
36,4.0,787.790990990991,34.76516516516516,277.5,G
37,4.0,1219.381455399061,25.5093896713615,142.0,H
38,4.0,411.29898218829516,103.92239185750635,131.0,I
39,4.0,56.55145929339477,137.47081413210444,217.0,J
40,5.0,310.98018400566167,29.576786978060863,235.5,A
41,5.0,599.8188251946212,31.779900920028307,235.5,B
42,5.0,720.9190476190477,26.19920634920635,210.0,C
43,5.0,907.9606625258799,27.00517598343685,161.0,D
44,5.0,1039.9762931034484,27.869252873563216,232.0,E
45,5.0,221.2222222222222,36.86743295019157,217.5,F
46,5.0,787.6879174256222,34.79720704310868,274.5,G
47,5.0,1219.5200458190147,24.74914089347079,145.5,H
48,5.0,412.0111524163569,104.44237918215613,134.5,I
49,5.0,55.983739837398375,138.9739837398374,205.0,J
